Species,Name,Current,RCP2.6,RCP2.6CSH,Type1,RCP6.0,RCP6.0CSH,Type2,RCP8.5,RCP8.5CSH,Type3
sp1438,Caragana altaica,375,211,-0.44,VU,123,-0.67,EN,105,-0.72,EN
sp1439,Caragana arborescens,3115,1932,-0.38,VU,1672,-0.46,VU,1347,-0.57,EN
sp1440,Caragana aurantiaca,476,793,0.67,LR,822,0.73,LR,867,0.82,LR
sp1441,Caragana bicolor,1608,1802,0.12,LR,1717,0.07,LR,1627,0.01,LR
sp1442,Caragana boisii,816,1636,1,LR,1877,1.3,LR,2120,1.6,LR
sp1443,Caragana brachypoda,2437,2642,0.08,LR,2481,0.02,LR,2279,-0.06,LR
sp1444,Caragana brevifolia,2135,4497,1.11,LR,4130,0.93,LR,4052,0.9,LR
sp1445,Caragana camilli-schneideri,992,1341,0.35,LR,1564,0.58,LR,1976,0.99,LR
sp1446,Caragana changduensis,922,737,-0.2,LR,750,-0.19,LR,592,-0.36,VU
sp1447,Caragana chinghaiensis,944,2082,1.21,LR,1782,0.89,LR,1860,0.97,LR
sp1448,Caragana chinghaiensis var. minima,541,957,0.77,LR,1031,0.91,LR,858,0.59,LR
sp1449,Caragana chumbica,91,485,4.33,LR,480,4.27,LR,461,4.07,LR
sp1450,Caragana crassispina,89,125,0.4,LR,115,0.29,LR,0,-1,EX
sp1451,Caragana cuneatoalata,79,559,6.08,LR,475,5.01,LR,42,-0.47,VU
sp1452,Caragana dasyphylla,2924,3997,0.37,LR,4263,0.46,LR,4570,0.56,LR
sp1453,Caragana davazamcii,2604,6509,1.5,LR,6145,1.36,LR,6452,1.48,LR
sp1454,Caragana densa,1831,2327,0.27,LR,2067,0.13,LR,1571,-0.14,LR
sp1455,Caragana erinacea,1265,2466,0.95,LR,2735,1.16,LR,2934,1.32,LR
sp1456,Caragana franchetiana,2164,2691,0.24,LR,2724,0.26,LR,2659,0.23,LR
sp1457,Caragana franchetiana var. gyirongensis,30,0,-1,EX,0,-1,EX,0,-1,EX
sp1458,Caragana frutex,3232,3147,-0.03,LR,3471,0.07,LR,3731,0.15,LR
sp1459,Caragana fruticosa,67,22,-0.67,EN,63,-0.06,LR,20,-0.7,EN
sp1460,Caragana gerardiana,259,501,0.93,LR,517,1,LR,447,0.73,LR
sp1461,Caragana jubata,5210,6472,0.24,LR,5988,0.15,LR,5959,0.14,LR
sp1462,Caragana jubata var. biaurita,443,575,0.3,LR,165,-0.63,EN,41,-0.91,CE
sp1463,Caragana jubata var. recurva,960,1110,0.16,LR,1104,0.15,LR,764,-0.2,LR
sp1464,Caragana junatovii,166,496,1.99,LR,415,1.5,LR,417,1.51,LR
sp1465,Caragana kansuensis,1605,3220,1.01,LR,3485,1.17,LR,2992,0.86,LR
sp1466,Caragana kirghisorum,166,266,0.6,LR,726,3.37,LR,786,3.73,LR
sp1467,Caragana korshinskii,2344,2487,0.06,LR,2300,-0.02,LR,1734,-0.26,LR
sp1468,Caragana kozlowii,847,921,0.09,LR,824,-0.03,LR,543,-0.36,VU
sp1469,Caragana laeta,831,3082,2.71,LR,2873,2.46,LR,2775,2.34,LR
sp1470,Caragana leucophloea,4199,2772,-0.34,VU,1894,-0.55,EN,1628,-0.61,EN
sp1471,Caragana leucospina,1555,2347,0.51,LR,1764,0.13,LR,1823,0.17,LR
sp1472,Caragana leveillei,1738,1053,-0.39,VU,1196,-0.31,VU,1576,-0.09,LR
sp1473,Caragana licentiana,533,1428,1.68,LR,1615,2.03,LR,1545,1.9,LR
sp1474,Caragana limprichtii,201,237,0.18,LR,238,0.18,LR,118,-0.41,VU
sp1475,Caragana liouana,1828,3756,1.05,LR,3761,1.06,LR,3514,0.92,LR
sp1476,Caragana litwinowii,52,0,-1,EX,5,-0.9,CE,2,-0.96,CE
sp1477,Caragana microphylla,2809,3943,0.4,LR,3845,0.37,LR,3573,0.27,LR
sp1478,Caragana opulens,4300,6111,0.42,LR,5359,0.25,LR,5370,0.25,LR
sp1479,Caragana oreophila,86,55,-0.36,VU,50,-0.42,VU,61,-0.29,LR
sp1480,Caragana pekinensis,628,434,-0.31,VU,407,-0.35,VU,618,-0.02,LR
sp1481,Caragana pleiophylla,666,1005,0.51,LR,1256,0.89,LR,1495,1.24,LR
sp1482,Caragana polourensis,1625,3023,0.86,LR,2954,0.82,LR,2709,0.67,LR
sp1483,Caragana potaninii,1045,1477,0.41,LR,1509,0.44,LR,1022,-0.02,LR
sp1484,Caragana pruinosa,602,612,0.02,LR,689,0.14,LR,952,0.58,LR
sp1485,Caragana pumila,945,1367,0.45,LR,1349,0.43,LR,1327,0.4,LR
sp1486,Caragana purdomii,880,2060,1.34,LR,2203,1.5,LR,2012,1.29,LR
sp1487,Caragana pygmaea,1738,4213,1.42,LR,4077,1.35,LR,3747,1.16,LR
sp1488,Caragana pygmaea var. angustissima,1041,2680,1.57,LR,2580,1.48,LR,2378,1.28,LR
sp1489,Caragana pygmaea var. parviflora,588,1747,1.97,LR,1346,1.29,LR,1430,1.43,LR
sp1490,Caragana qingheensis,61,180,1.95,LR,232,2.8,LR,108,0.77,LR
sp1491,Caragana roborovskyi,3245,4009,0.24,LR,3307,0.02,LR,3086,-0.05,LR
sp1492,Caragana rosea,3011,3537,0.17,LR,3910,0.3,LR,3684,0.22,LR
sp1493,Caragana sinica,3453,2776,-0.2,LR,2028,-0.41,VU,1326,-0.62,EN
sp1494,Caragana soongorica,150,362,1.41,LR,1101,6.34,LR,1152,6.68,LR
sp1495,Caragana spinosa,298,154,-0.48,VU,144,-0.52,EN,147,-0.51,EN
sp1496,Caragana stenophylla,3958,4432,0.12,LR,4145,0.05,LR,3500,-0.12,LR
sp1497,Caragana stipitata,1302,966,-0.26,LR,1152,-0.12,LR,1536,0.18,LR
sp1498,Caragana tangutica,1225,1680,0.37,LR,1526,0.25,LR,1437,0.17,LR
sp1499,Caragana tekesiensis,52,15,-0.71,EN,5,-0.9,CE,3,-0.94,CE
sp1500,Caragana tibetica,2701,4100,0.52,LR,3700,0.37,LR,3737,0.38,LR
sp1501,Caragana tragacanthoides,431,342,-0.21,LR,341,-0.21,LR,386,-0.1,LR
sp1502,Caragana turfanensis,250,231,-0.08,LR,312,0.25,LR,717,1.87,LR
sp1503,Caragana turkestanica,1484,1546,0.04,LR,1326,-0.11,LR,1515,0.02,LR
sp1504,Caragana ussuriensis,330,1996,5.05,LR,2056,5.23,LR,1984,5.01,LR
sp1505,Caragana versicolor,2180,2711,0.24,LR,2462,0.13,LR,2298,0.05,LR
sp1506,Caragana zahlbruckneri,856,1800,1.1,LR,2111,1.47,LR,1844,1.15,LR
sp1507,Carallia brachiata,1015,1276,0.26,LR,1503,0.48,LR,1544,0.52,LR
sp1508,Carallia diplopetala,740,930,0.26,LR,1044,0.41,LR,1471,0.99,LR
sp1509,Carallia pectinifolia,98,26,-0.73,EN,32,-0.67,EN,3,-0.97,CE
sp1510,Carissa carandas,179,561,2.13,LR,713,2.98,LR,753,3.21,LR
sp1511,Carissa macrocarpa,83,127,0.53,LR,175,1.11,LR,499,5.01,LR
sp1512,Carissa spinarum,849,1496,0.76,LR,1694,1,LR,1619,0.91,LR
sp1513,Carmona microphylla,240,806,2.36,LR,1089,3.54,LR,1527,5.36,LR
sp1514,Carpinus chuniana,1120,1246,0.11,LR,1109,-0.01,LR,911,-0.19,LR
sp1515,Carpinus cordata,2387,3125,0.31,LR,2724,0.14,LR,1773,-0.26,LR
sp1516,Carpinus cordata var. chinensis,607,450,-0.26,LR,269,-0.56,EN,281,-0.54,EN
sp1517,Carpinus cordata var. mollis,397,557,0.4,LR,642,0.62,LR,275,-0.31,VU
sp1518,Carpinus fangiana,1451,2233,0.54,LR,2130,0.47,LR,1483,0.02,LR
sp1519,Carpinus fargesiana,1965,3393,0.73,LR,3614,0.84,LR,2331,0.19,LR
sp1520,Carpinus henryana,1007,1446,0.44,LR,1248,0.24,LR,670,-0.33,VU
sp1521,Carpinus hupeana,788,1004,0.27,LR,711,-0.1,LR,519,-0.34,VU
sp1522,Carpinus kawakamii,80,610,6.63,LR,377,3.71,LR,143,0.79,LR
sp1523,Carpinus kweichowensis,449,1590,2.54,LR,1491,2.32,LR,971,1.16,LR
sp1524,Carpinus londoniana,2735,3245,0.19,LR,2742,0,LR,2473,-0.1,LR
sp1525,Carpinus mollicoma,40,13,-0.68,EN,9,-0.78,EN,2,-0.95,CE
sp1526,Carpinus monbeigiana,882,2769,2.14,LR,2914,2.3,LR,2166,1.46,LR
sp1527,Carpinus polyneura,2005,1840,-0.08,LR,1123,-0.44,VU,926,-0.54,EN
sp1528,Carpinus pubescens,1705,791,-0.54,EN,517,-0.7,EN,578,-0.66,EN
sp1529,Carpinus purpurinervis,105,1,-0.99,CE,2,-0.98,CE,65,-0.38,VU
sp1530,Carpinus rankanensis,35,77,1.2,LR,64,0.83,LR,67,0.91,LR
sp1531,Carpinus rupestris,812,558,-0.31,VU,469,-0.42,VU,340,-0.58,EN
sp1532,Carpinus shensiensis,298,1062,2.56,LR,980,2.29,LR,414,0.39,LR
sp1533,Carpinus stipulata,613,1988,2.24,LR,2277,2.71,LR,1801,1.94,LR
sp1534,Carpinus tsaiana,360,442,0.23,LR,609,0.69,LR,1916,4.32,LR
sp1535,Carpinus tschonoskii,1101,2034,0.85,LR,1896,0.72,LR,1084,-0.02,LR
sp1536,Carpinus turczaninowii,2070,2051,-0.01,LR,1715,-0.17,LR,1379,-0.33,VU
sp1537,Carpinus viminea,1962,2046,0.04,LR,1494,-0.24,LR,845,-0.57,EN
sp1538,Carpinus viminea var. chiukiangensis,52,151,1.9,LR,147,1.83,LR,12,-0.77,EN
sp1539,Carrierea calycina,831,369,-0.56,EN,312,-0.62,EN,630,-0.24,LR
sp1540,Carya cathayensis,923,283,-0.69,EN,92,-0.9,CE,241,-0.74,EN
sp1541,Carya hunanensis,277,334,0.21,LR,107,-0.61,EN,24,-0.91,CE
sp1542,Carya kweichowensis,32,0,-1,EX,0,-1,EX,1,-0.97,CE
sp1543,Carya tonkinensis,634,1143,0.8,LR,976,0.54,LR,879,0.39,LR
sp1544,Caryodaphnopsis henryi,39,7,-0.82,CE,9,-0.77,EN,121,2.1,LR
sp1545,Caryodaphnopsis tonkinensis,46,43,-0.07,LR,47,0.02,LR,265,4.76,LR
sp1546,Caryopteris aureoglandulosa,348,381,0.09,LR,409,0.18,LR,681,0.96,LR
sp1547,Caryopteris bicolor,768,1856,1.42,LR,2024,1.64,LR,2112,1.75,LR
sp1548,Caryopteris forrestii,1593,2348,0.47,LR,2500,0.57,LR,1926,0.21,LR
sp1549,Caryopteris forrestii var. minor,709,822,0.16,LR,862,0.22,LR,1076,0.52,LR
sp1550,Caryopteris jinshajiangensis,595,1443,1.43,LR,2185,2.67,LR,2081,2.5,LR
sp1551,Caryopteris mongholica,2890,3419,0.18,LR,3012,0.04,LR,1868,-0.35,VU
sp1552,Caryopteris paniculata,1186,2030,0.71,LR,2283,0.92,LR,2501,1.11,LR
sp1553,Caryopteris tangutica,619,943,0.52,LR,1071,0.73,LR,1288,1.08,LR
sp1554,Caryopteris terniflora,3146,4809,0.53,LR,4606,0.46,LR,3539,0.12,LR
sp1555,Caryopteris trichosphaera,1171,1448,0.24,LR,1412,0.21,LR,1369,0.17,LR
sp1556,Caryota mitis,59,79,0.34,LR,92,0.56,LR,363,5.15,LR
sp1557,Caryota monostachya,99,196,0.98,LR,157,0.59,LR,288,1.91,LR
sp1558,Caryota ochlandra,801,1157,0.44,LR,1565,0.95,LR,1566,0.96,LR
sp1559,Caryota urens,622,975,0.57,LR,1076,0.73,LR,1396,1.24,LR
sp1560,Casearia flexuosa,30,0,-1,EX,0,-1,EX,3,-0.9,CE
sp1561,Casearia glomerata,1587,2738,0.73,LR,3031,0.91,LR,3195,1.01,LR
sp1562,Casearia graveolens,339,700,1.06,LR,655,0.93,LR,326,-0.04,LR
sp1563,Casearia membranacea,1280,1356,0.06,LR,2100,0.64,LR,2761,1.16,LR
sp1564,Casearia tardieuae,93,100,0.08,LR,59,-0.37,VU,49,-0.47,VU
sp1565,Casearia velutina,886,1068,0.21,LR,867,-0.02,LR,660,-0.26,LR
sp1566,Cassia javanica ssp. agnes,199,341,0.71,LR,304,0.53,LR,77,-0.61,EN
sp1567,Cassiope abbreviata,188,100,-0.47,VU,95,-0.49,VU,10,-0.95,CE
sp1568,Cassiope fastigiata,518,1415,1.73,LR,1505,1.91,LR,889,0.72,LR
sp1569,Cassiope myosuroides,86,79,-0.08,LR,82,-0.05,LR,13,-0.85,CE
sp1570,Cassiope nana,29,0,-1,EX,0,-1,EX,0,-1,EX
sp1571,Cassiope palpebrata,173,128,-0.26,LR,166,-0.04,LR,229,0.32,LR
sp1572,Cassiope pectinata,1018,1698,0.67,LR,1689,0.66,LR,1594,0.57,LR
sp1573,Cassiope selaginoides,1232,1426,0.16,LR,1285,0.04,LR,932,-0.24,LR
sp1574,Cassiope wardii,390,616,0.58,LR,518,0.33,LR,142,-0.64,EN
sp1575,Castanea henryi,3154,3690,0.17,LR,3408,0.08,LR,2983,-0.05,LR
sp1576,Castanea mollissima,6229,7754,0.24,LR,8108,0.3,LR,7311,0.17,LR
sp1577,Castanea seguinii,3545,3318,-0.06,LR,2877,-0.19,LR,1884,-0.47,VU
sp1578,Castanopsis argyrophylla,313,541,0.73,LR,497,0.59,LR,279,-0.11,LR
sp1579,Castanopsis boisii,106,303,1.86,LR,351,2.31,LR,558,4.26,LR
sp1580,Castanopsis calathiformis,676,2197,2.25,LR,2211,2.27,LR,1218,0.8,LR
sp1581,Castanopsis carlesii,2288,2879,0.26,LR,2227,-0.03,LR,1369,-0.4,VU
sp1582,Castanopsis carlesii var. spinulosa,473,1039,1.2,LR,832,0.76,LR,764,0.62,LR
sp1583,Castanopsis ceratacantha,1342,2965,1.21,LR,2872,1.14,LR,2336,0.74,LR
sp1584,Castanopsis chinensis,982,1297,0.32,LR,1256,0.28,LR,984,0,LR
sp1585,Castanopsis chunii,613,771,0.26,LR,520,-0.15,LR,207,-0.66,EN
sp1586,Castanopsis clarkei,126,417,2.31,LR,464,2.68,LR,203,0.61,LR
sp1587,Castanopsis delavayi,857,2137,1.49,LR,2089,1.44,LR,1864,1.18,LR
sp1588,Castanopsis echinocarpa,972,2326,1.39,LR,2335,1.4,LR,1588,0.63,LR
sp1589,Castanopsis eyrei,2551,2488,-0.02,LR,1921,-0.25,LR,1201,-0.53,EN
sp1590,Castanopsis fabri,1676,1867,0.11,LR,1403,-0.16,LR,1111,-0.34,VU
sp1591,Castanopsis fargesii,2227,2440,0.1,LR,1908,-0.14,LR,1167,-0.48,VU
sp1592,Castanopsis ferox,672,2169,2.23,LR,2029,2.02,LR,1202,0.79,LR
sp1593,Castanopsis fissa,1587,1381,-0.13,LR,1102,-0.31,VU,1208,-0.24,LR
sp1594,Castanopsis fleuryi,326,596,0.83,LR,530,0.63,LR,315,-0.03,LR
sp1595,Castanopsis fordii,1439,2041,0.42,LR,1708,0.19,LR,954,-0.34,VU
sp1596,Castanopsis hainanensis,68,115,0.69,LR,122,0.79,LR,347,4.1,LR
sp1597,Castanopsis hupehensis,77,5,-0.94,CE,4,-0.95,CE,25,-0.68,EN
sp1598,Castanopsis hystrix,2150,3026,0.41,LR,2856,0.33,LR,2182,0.01,LR
sp1599,Castanopsis indica,1030,2971,1.88,LR,3342,2.24,LR,2186,1.12,LR
sp1600,Castanopsis jucunda,1431,1709,0.19,LR,1347,-0.06,LR,879,-0.39,VU
sp1601,Castanopsis kawakamii,924,1970,1.13,LR,1686,0.82,LR,1594,0.73,LR
sp1602,Castanopsis kweichowensis,96,3,-0.97,CE,22,-0.77,EN,73,-0.24,LR
sp1603,Castanopsis lamontii,1136,757,-0.33,VU,603,-0.47,VU,474,-0.58,EN
sp1604,Castanopsis longispina,71,210,1.96,LR,356,4.01,LR,29,-0.59,EN
sp1605,Castanopsis megaphylla,35,93,1.66,LR,66,0.89,LR,356,9.17,LR
sp1606,Castanopsis mekongensis,93,200,1.15,LR,214,1.3,LR,120,0.29,LR
sp1607,Castanopsis nigrescens,912,1377,0.51,LR,1321,0.45,LR,782,-0.14,LR
sp1608,Castanopsis orthacantha,664,1259,0.9,LR,1336,1.01,LR,1208,0.82,LR
sp1609,Castanopsis platyacantha,237,1998,7.43,LR,1746,6.37,LR,1007,3.25,LR
sp1610,Castanopsis remotidenticulata,47,46,-0.02,LR,45,-0.04,LR,105,1.23,LR
sp1611,Castanopsis rockii,318,1669,4.25,LR,1450,3.56,LR,459,0.44,LR
sp1612,Castanopsis sclerophylla,1796,2339,0.3,LR,1789,0,LR,913,-0.49,VU
sp1613,Castanopsis tibetana,1671,1624,-0.03,LR,1170,-0.3,VU,467,-0.72,EN
sp1614,Castanopsis tonkinensis,30,0,-1,EX,0,-1,EX,6,-0.8,CE
sp1615,Castanopsis tribuloides,793,2513,2.17,LR,2615,2.3,LR,1505,0.9,LR
sp1616,Castanopsis uraiana,527,743,0.41,LR,710,0.35,LR,525,0,LR
sp1617,Castanopsis wattii,405,1508,2.72,LR,1417,2.5,LR,193,-0.52,EN
sp1618,Catalpa bungei,2876,3152,0.1,LR,3218,0.12,LR,3907,0.36,LR
sp1619,Catalpa fargesii,2234,1808,-0.19,LR,1753,-0.22,LR,1503,-0.33,VU
sp1620,Catalpa ovata,1557,1463,-0.06,LR,1245,-0.2,LR,902,-0.42,VU
sp1621,Catalpa tibetica,411,2207,4.37,LR,2298,4.59,LR,801,0.95,LR
sp1622,Cathaya argyrophylla,766,1186,0.55,LR,1094,0.43,LR,1112,0.45,LR
sp1623,Catunaregam spinosa,788,1349,0.71,LR,1354,0.72,LR,1258,0.6,LR
sp1624,Cayratia geniculata,2346,3151,0.34,LR,3412,0.45,LR,3446,0.47,LR
sp1625,Cayratia japonica var. mollis,288,392,0.36,LR,390,0.35,LR,304,0.06,LR
sp1626,Cayratia japonica var. pseudotrifolia,1321,1461,0.11,LR,1591,0.2,LR,944,-0.29,LR
sp1627,Cayratia oligocarpa,315,1642,4.21,LR,1111,2.53,LR,758,1.41,LR
sp1628,Cayratia pedata,64,30,-0.53,EN,47,-0.27,LR,117,0.83,LR
sp1629,Cayratia timoriensis var. mekongensis,190,443,1.33,LR,488,1.57,LR,368,0.94,LR
sp1630,Cayratia trifolia,119,259,1.18,LR,296,1.49,LR,184,0.55,LR
sp1631,Cedrus deodara,298,1108,2.72,LR,1104,2.7,LR,236,-0.21,LR
sp1632,Celastrus angulatus,3636,2855,-0.21,LR,2910,-0.2,LR,2568,-0.29,LR
sp1633,Celastrus cuneatus,331,713,1.15,LR,620,0.87,LR,470,0.42,LR
sp1634,Celastrus flagellaris,1872,2633,0.41,LR,2763,0.48,LR,2159,0.15,LR
sp1635,Celastrus gemmatus,4071,2990,-0.27,LR,2541,-0.38,VU,1929,-0.53,EN
sp1636,Celastrus glaucophyllus,2741,2556,-0.07,LR,2336,-0.15,LR,1537,-0.44,VU
sp1637,Celastrus hirsutus,271,88,-0.68,EN,70,-0.74,EN,253,-0.07,LR
sp1638,Celastrus hookeri,802,2995,2.73,LR,3195,2.98,LR,1847,1.3,LR
sp1639,Celastrus hypoleucoides,719,201,-0.72,EN,34,-0.95,CE,46,-0.94,CE
sp1640,Celastrus hypoleucus,2035,1621,-0.2,LR,1374,-0.32,VU,1069,-0.47,VU
sp1641,Celastrus kusanoi,1323,1775,0.34,LR,1894,0.43,LR,1683,0.27,LR
sp1642,Celastrus monospermus,2585,3806,0.47,LR,4661,0.8,LR,5136,0.99,LR
sp1643,Celastrus oblanceifolius,3362,3453,0.03,LR,3193,-0.05,LR,2696,-0.2,LR
sp1644,Celastrus orbiculatus,3864,3508,-0.09,LR,2075,-0.46,VU,1678,-0.57,EN
sp1645,Celastrus paniculatus,1021,1567,0.53,LR,1658,0.62,LR,1325,0.3,LR
sp1646,Celastrus punctatus,563,1047,0.86,LR,900,0.6,LR,589,0.05,LR
sp1647,Celastrus rosthornianus,4076,3391,-0.17,LR,2771,-0.32,VU,2242,-0.45,VU
sp1648,Celastrus rosthornianus var. loeseneri,1134,1110,-0.02,LR,1100,-0.03,LR,671,-0.41,VU
sp1649,Celastrus rugosus,1713,1576,-0.08,LR,1527,-0.11,LR,1264,-0.26,LR
sp1650,Celastrus stylosus,3367,3302,-0.02,LR,2952,-0.12,LR,1442,-0.57,EN
sp1651,Celastrus stylosus var. puberulus,194,61,-0.69,EN,8,-0.96,CE,1,-0.99,CE
sp1652,Celastrus tonkinensis,2905,3611,0.24,LR,3259,0.12,LR,2563,-0.12,LR
sp1653,Celastrus vaniotii,1604,916,-0.43,VU,727,-0.55,EN,1050,-0.35,VU
sp1654,Celastrus virens,143,535,2.74,LR,542,2.79,LR,235,0.64,LR
sp1655,Celtis biondii,4685,5220,0.11,LR,5066,0.08,LR,4227,-0.1,LR
sp1656,Celtis bungeana,5519,2773,-0.5,EN,2840,-0.49,VU,3023,-0.45,VU
sp1657,Celtis cerasifera,2329,1687,-0.28,LR,1754,-0.25,LR,1587,-0.32,VU
sp1658,Celtis chekiangensis,393,143,-0.64,EN,19,-0.95,CE,3,-0.99,CE
sp1659,Celtis julianae,2729,2598,-0.05,LR,2430,-0.11,LR,1734,-0.36,VU
sp1660,Celtis koraiensis,2087,1535,-0.26,LR,1412,-0.32,VU,1082,-0.48,VU
sp1661,Celtis philippensis,120,302,1.52,LR,486,3.05,LR,822,5.85,LR
sp1662,Celtis philippensis var. wightii,22,47,1.14,LR,67,2.05,LR,112,4.09,LR
sp1663,Celtis sinensis,5027,4135,-0.18,LR,3719,-0.26,LR,3090,-0.39,VU
sp1664,Celtis tetrandra,3969,3075,-0.23,LR,2622,-0.34,VU,2030,-0.49,VU
sp1665,Celtis timorensis,1234,2234,0.81,LR,2984,1.42,LR,4156,2.37,LR
sp1666,Celtis vandervoetiana,2768,2012,-0.27,LR,1299,-0.53,EN,986,-0.64,EN
sp1667,Cenocentrum tonkinense,390,626,0.61,LR,537,0.38,LR,707,0.81,LR
sp1668,Cephaelis laui,74,152,1.05,LR,210,1.84,LR,791,9.69,LR
sp1669,Cephalanthus tetrandrus,2094,2602,0.24,LR,2309,0.1,LR,1662,-0.21,LR
sp1670,Cephalomappa sinensis,202,90,-0.55,EN,99,-0.51,EN,580,1.87,LR
sp1671,Cephalostachyum latifolium,290,1580,4.45,LR,1603,4.53,LR,451,0.56,LR
sp1672,Cephalostachyum pallidum,39,6,-0.85,CE,6,-0.85,CE,27,-0.31,VU
sp1673,Cephalostachyum pergracile,91,245,1.69,LR,270,1.97,LR,134,0.47,LR
sp1674,Cephalotaxus fortunei,4595,4447,-0.03,LR,4628,0.01,LR,4152,-0.1,LR
sp1675,Cephalotaxus fortunei var. alpina,1164,2044,0.76,LR,2224,0.91,LR,2326,1,LR
sp1676,Cephalotaxus lanceolata,428,1199,1.8,LR,1350,2.15,LR,1185,1.77,LR
sp1677,Cephalotaxus latifolia,684,429,-0.37,VU,222,-0.68,EN,421,-0.38,VU
sp1678,Cephalotaxus mannii,792,1152,0.45,LR,1093,0.38,LR,1052,0.33,LR
sp1679,Cephalotaxus oliveri,2995,2884,-0.04,LR,2132,-0.29,LR,1941,-0.35,VU
sp1680,Cephalotaxus sinensis,4213,3894,-0.08,LR,3348,-0.21,LR,2342,-0.44,VU
sp1681,Cerasus campanulata,1791,2636,0.47,LR,2731,0.52,LR,2243,0.25,LR
sp1682,Cerasus caudata,115,25,-0.78,EN,17,-0.85,CE,65,-0.43,VU
sp1683,Cerasus cerasoides,1376,1792,0.3,LR,1868,0.36,LR,1579,0.15,LR
sp1684,Cerasus clarofolia,2456,2587,0.05,LR,1960,-0.2,LR,928,-0.62,EN
sp1685,Cerasus conadenia,1475,1402,-0.05,LR,1320,-0.11,LR,1098,-0.26,LR
sp1686,Cerasus conradinae,2570,1431,-0.44,VU,1098,-0.57,EN,937,-0.64,EN
sp1687,Cerasus crataegifolia,522,1320,1.53,LR,1378,1.64,LR,1040,0.99,LR
sp1688,Cerasus cyclamina,399,728,0.82,LR,565,0.42,LR,758,0.9,LR
sp1689,Cerasus dictyoneura,1379,1224,-0.11,LR,1114,-0.19,LR,1032,-0.25,LR
sp1690,Cerasus dielsiana,2256,2283,0.01,LR,1824,-0.19,LR,1163,-0.48,VU
sp1691,Cerasus discoidea,1348,1282,-0.05,LR,498,-0.63,EN,548,-0.59,EN
sp1692,Cerasus fruticosa,1148,1481,0.29,LR,1577,0.37,LR,1643,0.43,LR
sp1693,Cerasus glandulosa,1972,1774,-0.1,LR,1478,-0.25,LR,1703,-0.14,LR
sp1694,Cerasus henryi,583,1000,0.72,LR,1034,0.77,LR,1003,0.72,LR
sp1695,Cerasus humilis,2747,3223,0.17,LR,2931,0.07,LR,2928,0.07,LR
sp1696,Cerasus japonica,2465,2315,-0.06,LR,2403,-0.03,LR,2717,0.1,LR
sp1697,Cerasus japonica var. nakaii,49,14,-0.71,EN,20,-0.59,EN,350,6.14,LR
sp1698,Cerasus maximowiczii,998,1813,0.82,LR,1888,0.89,LR,1579,0.58,LR
sp1699,Cerasus mugus,157,196,0.25,LR,165,0.05,LR,164,0.04,LR
sp1700,Cerasus patentipila,91,12,-0.87,CE,21,-0.77,EN,17,-0.81,CE
sp1701,Cerasus pleiocerasus,741,872,0.18,LR,945,0.28,LR,828,0.12,LR
sp1702,Cerasus pogonostyla,904,1557,0.72,LR,1310,0.45,LR,713,-0.21,LR
sp1703,Cerasus polytricha,1851,2958,0.6,LR,3236,0.75,LR,1799,-0.03,LR
sp1704,Cerasus pseudocerasus,4317,7242,0.68,LR,6930,0.61,LR,4846,0.12,LR
sp1705,Cerasus pusilliflora,374,530,0.42,LR,560,0.5,LR,439,0.17,LR
sp1706,Cerasus schneideriana,1121,1844,0.64,LR,1429,0.27,LR,672,-0.4,VU
sp1707,Cerasus serrula,1611,2176,0.35,LR,2421,0.5,LR,1806,0.12,LR
sp1708,Cerasus serrulata,2549,2217,-0.13,LR,1491,-0.42,VU,1122,-0.56,EN
sp1709,Cerasus serrulata var. pubescens,911,1291,0.42,LR,810,-0.11,LR,357,-0.61,EN
sp1710,Cerasus setulosa,1295,1557,0.2,LR,1778,0.37,LR,1300,0,LR
sp1711,Cerasus stipulacea,938,1677,0.79,LR,2035,1.17,LR,2504,1.67,LR
sp1712,Cerasus subhirtella,392,619,0.58,LR,392,0,LR,371,-0.05,LR
sp1713,Cerasus szechuanica,624,1146,0.84,LR,1007,0.61,LR,772,0.24,LR
sp1714,Cerasus tatsienensis,1919,2575,0.34,LR,2489,0.3,LR,1429,-0.26,LR
sp1715,Cerasus tianshanica,119,16,-0.87,CE,37,-0.69,EN,2,-0.98,CE
sp1716,Cerasus tomentosa,4158,3916,-0.06,LR,3667,-0.12,LR,3380,-0.19,LR
sp1717,Cerasus trichantha,363,899,1.48,LR,847,1.33,LR,80,-0.78,EN
sp1718,Cerasus trichostoma,2082,2668,0.28,LR,2676,0.29,LR,2373,0.14,LR
sp1719,Cerasus yedoensis,191,70,-0.63,EN,117,-0.39,VU,395,1.07,LR
sp1720,Cerasus yunnanensis,1157,1860,0.61,LR,2092,0.81,LR,2062,0.78,LR
sp1721,Cerasus yunnanensis var. polybotrys,25,0,-1,EX,1,-0.96,CE,0,-1,EX
sp1722,Ceratostigma griffithii,740,1512,1.04,LR,1577,1.13,LR,1480,1,LR
sp1723,Ceratostigma minus,2313,2542,0.1,LR,2955,0.28,LR,2411,0.04,LR
sp1724,Ceratostigma ulicinum,333,1391,3.18,LR,1425,3.28,LR,1782,4.35,LR
sp1725,Ceratostigma willmottianum,1828,3531,0.93,LR,3541,0.94,LR,3343,0.83,LR
sp1726,Cerbera manghas,596,896,0.5,LR,1076,0.81,LR,1459,1.45,LR
